PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated
"1245829","NN, nn (Nordiska museet [877150])","Kåsor","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","91","","1915","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-778","d1b33747-db6e-40e9-ab41-4f17d2299143","","Dryckeskärl","Etnologi (60503)","Mat och dryck","","","","","","","","","","","","","","","","2018-09-06","2018-09-06","2018-11-15"
"1289528","Lundwall, Sten (Nordiska museet [877150])","L. J. von Röök : en museiman under romantiken","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","77","92","1957","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1142","7506f816-a0f6-4dab-931b-d1a7f9229d5d","","Museimän;Sverige","Annan humaniora (605)","Museologi","","","","","","","","","","","","","","","","2019-02-18","2019-02-18","2019-02-19"
"1247647","Ambrosiani, Sune (Nordiska museet [877150])","Lada vid Biskops Bunge Socken, Gottland.","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","37","50","1921","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-858","cc7a1ede-0e0e-44e0-9851-633b6fcf2575","","Lador","Etnologi (60503);Arkitektur (60405)","Hem och bostad;Näringar och arbetsliv;Naturbruk och agrarhistoria","","","","","","","","","","","","","","","","2018-09-12","2018-09-12","2018-11-14"
"1298754","Virtanen, Lea (Nordiska museet [877150])","Lagom lycka är bäst : Magiska föreställningar i dag","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","255","268","1976","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1468","616e374f-dd50-4930-b6bd-7dfdaba9eb56","","Magi","Annan humaniora (605)","Etnologi","","","","","","","","","","","","","","","","2019-03-25","2019-03-25","2019-03-25"
"1240190","Ambrosiani, Sune (Nordiska museet [877150])","Lambgiftar","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","235","239","1909","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-613","a95946db-9017-48f6-8672-31b15dd5e106","","Fårskötsel;Ladugårdar;Lantbruksbyggnader","Etnologi (60503)","Hem och bostad;Naturbruk och agrarhistoria","","","","","","","","","","","","","","","","2018-08-20","2018-08-20","2018-11-19"
"1346903","Saltzman, Katarina","Landsbygdens vårdande landskap och stadens vilda natur","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Landskapsspejare","192","209","2011","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1998","c18107de-dc8e-4754-995e-ba08a69cc915","","Landsbygd;Landskap;Städer;Natur","Annan humaniora (605)","Naturbruk och agrarhistoria","","","","","","","","","","","","","","","","2019-08-29","2019-08-29","2019-09-02"
"1304034","Lindström, Ulla (Nordiska museet [877150])","Landsbygdspojkar och husdjur","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Husdjuren och vi","133","142","1986","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1581","0b14757d-7c8d-4d01-99cf-c8e47aa25b66","","Nordiska museets frågelistor;Boskapsskötsel;Bönder;Djurhållning","Husdjursvetenskap (402)","Naturbruk och agrarhistoria","","","","","","","","","","","","","","","","2019-04-11","2019-04-11","2019-04-12"
"1346681","Rosengren, Annette (Nordiska museet [877150])","Landskap, fotografi och bygdeundersökningar","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Landskapsspejare","68","87","2011","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1992","3d4daa85-6b16-4d2d-bcf0-23dd5e6e8ea6","","Fotografi;Landskap;Byundersökningar","Annan humaniora (605)","Kulturhistoria;Naturbruk och agrarhistoria;Vardagsliv och berättande","","","","","","","","","","","","","","","","2019-08-28","2019-08-28","2019-09-02"
"1346887","Landin, Mats (Nordiska museet [877150]);Westergren, Christina (Nordiska museet [877150])","Landskap i vägen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Landskapsspejare","186","191","2011","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1997","985b0dcd-0717-40ff-9e6d-0dddc8c2f83d","","Landskap;Sverige","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-08-29","2019-08-29","2019-09-02"
"1346767","Ahnlund Berg, Charlotte","Landskapande","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Landskapsspejare","121","145","2011","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1994","cd2acf71-46ef-45d7-a52c-53a78223a949","","Skansen;Landskap;Miljöer","Annan humaniora (605)","Skansen","","","","","","","","","","","","","","","","2019-08-29","2019-08-29","2019-09-02"
"1346974","Waldetoft, Dan (Nordiska museet [877150])","Landskapets nya uppstickare","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Landskapsspejare","250","259","2011","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2001","45771e63-2d3a-42eb-9104-d14482e5c099","","Kulturlandskap;Kulturgeografi","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-08-29","2019-08-29","2019-09-02"
"1296542","Kjellström, Rolf (Nordiska museet [877150])","Lapparnas frierier och bröllop","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","193","218","1969","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1402","d2a273fe-3dee-42d3-83b8-3bac8482f3c8","","Samer;Bröllop;Frieri","Annan humaniora (605)","Etnologi;Seder och bruk","","","","","","","","","","","","","","","","2019-03-15","2019-03-15","2019-03-15"
"1293674","Granlund, John (Nordiska museet [877150])","Lapparnas lasso","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","7","32","1964","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1296","e1cc7bf2-515f-4c83-b6ac-95e52b6abd1c","","Samer;Historia","Etnologi (60503)","Etnologi;Seder och bruk;Näringar och arbetsliv","","","","","","","","","","","","","","","","2019-03-05","2019-03-05","2019-03-08"
"1233184","Svenonius, Fredrik (Nordiska museet [877150])","Lapparnes renmärken : ett etnografiskt-juridiskt bidrag","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Meddelanden : 1893 och 1894","39","42","1895","","","Stockholm","Samfundet för Nordiska museets främjande","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-230","2c0b1dc7-5e1d-4e54-aa44-b7d7ba116dfa","","Samer;Djurhållning","Etnologi (60503)","Sociala och kulturella identiteter;Kulturhistoria","","","","","","","","","","","","","","","","2018-07-16","2018-07-16","2018-11-22"
"1294415","Sommarström, Bo (Nordiska museet [877150])","Lappmarksinventeringarna","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","128","134","1965","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1327","8ea3ab7e-cab8-49e4-9584-f4f8d58e8919","","Fältundersökningar;Samer","Annan humaniora (605)","Seder och bruk;Näringar och arbetsliv","","","","","","","","","","","","","","","","2019-03-07","2019-03-07","2019-03-08"
"1240549","Hallström, Gustaf (Nordiska museet [877150])","Lapptrumman","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","81","104","1910","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-623","1358f345-b8e1-4f2b-8e40-e3b3850a6148","","Samiska ceremonitrummor","Etnologi (60503)","Historia","","","","","","","","","","","","","","","","2018-08-21","2018-08-21","2018-11-19"
"1240542","Palm, Axel (Nordiska museet [877150])","Lapptrumman från Åsele","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","48","","1910","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-621","6bdd46c2-7ed5-4965-81f1-c6cfd191675a","","Samiska ceremonirummor","Etnologi (60503)","Kulturhistoria","","","","","","","","","","","","","","","","2018-08-21","2018-08-21","2018-11-19"
"1247494","Klein, Ernst (Nordiska museet [877150])","Lapsk hornslöjd och nordiskt silversmide","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","65","88","1922","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-847","454dc865-0fc1-4248-a48d-ecdd818e6d91","","Sameslöjd;Hornslöjd;Silversmide","Etnologi (60503)","Näringar och arbetsliv","","","","","","","","","","","","","","","","2018-09-12","2018-09-12","2018-11-14"
"1240547","Keyland, Nils (Nordiska museet [877150])","Lapska fångst- och fiskeredskap","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","65","80","1910","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-622","effe703f-f7a0-40e9-948f-cd9d94977188","","Fiske;Samer","Etnologi (60503)","Naturbruk och agrarhistoria;Näringar och arbetsliv","","","","","","","","","","","","","","","","2018-08-21","2018-08-21","2018-11-19"
"1255880","Manker, Ernst (Nordiska museet [877150])","Lapska kulturrester : några intryck och erfarenheter från Nordiska museets lappmarksinventering 1943","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Nordiska museets och Skansens årsbok","77","100","1945","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-952","494666e8-2024-4531-846f-08ca66250df4","","Samer;Samtidsdokumentation","Etnologi (60503)","Etnologi;Kulturhistoria;Sociala och kulturella identiteter","","","","","","","","","","","","","","","","2018-10-15","2018-10-15","2018-10-17"
"1233730","Wiklund, K B (Nordiska museet [877150])","Lapska seder och föreskrifter rörande mat och matlagning","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Meddelanden från Nordiska museet : 1899 och 1900","1","12","1902","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-309","8b4d3b0f-e615-47e6-bd53-920fd2d1c5b8","","Samer;Minoriteter;Mat;Matlagning","Kulturstudier (60502)","Mat och dryck;Seder och bruk","","","","","","","","","","","","","","","","2018-07-19","2018-07-19","2018-11-21"
"1298848","Jansson, Sam Owen (Nordiska museet [877150])","Laura Stridsberg : 1884-1976","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","298","299","1976","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1471","01a26d9f-824d-45e3-a398-c42bcd7f31ca","","Nordiska museets personal;Laura Stridsberg","Annan humaniora (605)","Nordiska museet","","","","","","","","","","","","","","","","2019-03-25","2019-03-25","2019-03-25"
"1306380","Knutsdotter Olofsson, Birgitta","Lek för livet","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Leka för livet","28","57","1991","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1650","c4ee4cad-b5b7-41af-aee8-3c99329db219","","Lekar","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-04-23","2019-04-23","2019-04-24"
"1306400","Almqvist, Birgitta","Lek och leksaker förr och nu","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Leka för livet","58","85","1991","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1651","0bbb245b-f1ff-4e87-88a9-c937eaf91dee","","Lekar;Leksaker;Historia","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-04-23","2019-04-23","2019-04-24"
"1361692","Maxén, Maria (Nordiska museet [877150])","Leka blindbock","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Lekar och spel","214","237","2014","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2084","7a29d622-550c-4043-967c-812a47aae2f6","","Lekar","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-10-16","2019-10-16","2019-10-17"
"1306703","Hemming, Ulrika (Nordiska museet [877150])","Leka på vintern","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Leka för livet","140","151","1991","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1658","2c00e6e1-1f35-49a7-a836-e99578a9acc1","","Lekar;Vintern","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-04-24","2019-04-24","2019-04-25"
"1294823","Svärdström, Svante (Nordiska museet [877150])","Leksandsmålaren Jufwas Anders Ersson i Västerdalarna","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","81","98","1967","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1342","c6d289a4-ca09-4a31-886c-71c0b50a5483","","Dalmålningar","Bildkonst (60401)","Etnologi;Kulturhistoria","","","","","","","","","","","","","","","","2019-03-08","2019-03-08","2019-03-14"
"1360838","Holmqvist, Klara (Nordiska museet [877150])","Levande kultur : trädgården på Julita gård","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Vår vardag - ditt museum","204","223","2017","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2065","7364093b-0fb1-4cb1-b262-b91dbc9f6684","","Julita gård;Trädgårdar","Annan humaniora (605)","Naturbruk och agrarhistoria;Nordiska museet","","","","","","","","","","","","","","","","2019-10-14","2019-10-14","2019-10-15"
"1365636","Svanberg, Ingvar","Levande samlingar : djuren på Skansen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Skansen 125","82","103","2016","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2123","edf73bde-6ea0-4161-9bbf-03898bdf7d92","","Skansen;Djurparker","Annan humaniora (605)","Skansen","","","","","","","","","","","","","","","","2019-10-25","2019-10-25","2019-10-28"
"1239998","NN, nn (Nordiska museet [877150])","Lilit i Norrland","Kapitel i bok, del av antologi","Övrig (populärvetenskap, debatt, mm)","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","241","","1908","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-586","8f253dba-0841-481d-8982-5066b57952ff","","Folktro","Etnologi (60503)","Vardagsliv och berättande","","","","","","","","","","","","","","","","2018-08-20","2018-08-20","2018-11-19"
"1303004","Oxhammar, Greger (Nordiska museet [877150])","Lillemor Kihlskog : 1921-1984","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","fataburen : Nordiska museets och Skansens årsbok","177","177","1984","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1556","0ce09fdd-ae28-4daa-97f0-2f67ab52332e","","Nordiska museets personal;Lillemor Kihlskog","Annan humaniora (605)","Nordiska museet","","","","","","","","","","","","","","","","2019-04-08","2019-04-08","2019-04-09"
